x,y
1.036,-2.81792
1.0368,-2.82018
1.0376,-2.82244
1.0384,-2.82469
1.0392,-2.82695
1.04,-2.82922
1.0408,-2.83148
1.0416,-2.83375
1.0424,-2.83602
1.0432,-2.83829
1.044,-2.84056
1.0448,-2.84283
1.0456,-2.84511
1.0464,-2.84738
1.0472,-2.84966
1.048,-2.85194
1.0488,-2.85422
1.0496,-2.85651
1.0504,-2.85879
1.0512,-2.86108
1.052,-2.86337
1.0528,-2.86566
1.0536,-2.86796
1.0544,-2.87025
1.0552,-2.87255
1.056,-2.87485
1.0568,-2.87715
1.0576,-2.87945
1.0584,-2.88176
1.0592,-2.88406
1.06,-2.88637
1.0608,-2.88868
1.0616,-2.89099
1.0624,-2.89331
1.0632,-2.89562
1.064,-2.89794
1.0648,-2.90026
1.0656,-2.90258
1.0664,-2.9049
1.0672,-2.90723
1.068,-2.90955
1.0688,-2.91188
1.0696,-2.91421
1.0704,-2.91655
1.0712,-2.91888
1.072,-2.92122
1.0728,-2.92355
1.0736,-2.92589
1.0744,-2.92824
1.0752,-2.93058
1.076,-2.93292
1.0768,-2.93527
1.0776,-2.93762
1.0784,-2.93997
1.0792,-2.94232
1.08,-2.94468
1.0808,-2.94704
1.0816,-2.94939
1.0824,-2.95176
1.0832,-2.95412
1.084,-2.95648
1.0848,-2.95885
1.0856,-2.96122
1.0864,-2.96359
1.0872,-2.96596
1.088,-2.96833
1.0888,-2.97071
1.0896,-2.97308
1.0904,-2.97546
1.0912,-2.97785
1.092,-2.98023
1.0928,-2.98261
1.0936,-2.985
1.0944,-2.98739
1.0952,-2.98978
1.096,-2.99217
1.0968,-2.99457
1.0976,-2.99696
1.0984,-2.99936
1.0992,-3.00176
1.1,-3.00417
1.1008,-3.00657
1.1016,-3.00898
1.1024,-3.01138
1.1032,-3.01379
1.104,-3.01621
1.1048,-3.01862
1.1056,-3.02104
1.1064,-3.02345
1.1072,-3.02587
1.108,-3.0283
1.1088,-3.03072
1.1096,-3.03314
1.1104,-3.03557
1.1112,-3.038
1.112,-3.04043
1.1128,-3.04287
1.1136,-3.0453
1.1144,-3.04774
1.1152,-3.05018
1.116,-3.05262
1.1168,-3.05506
1.1176,-3.05751
1.1184,-3.05995
1.1192,-3.0624
1.12,-3.06485
1.1208,-3.06731
1.1216,-3.06976
1.1224,-3.07222
1.1232,-3.07468
1.124,-3.07714
1.1248,-3.0796
1.1256,-3.08207
1.1264,-3.08453
1.1272,-3.087
1.128,-3.08947
1.1288,-3.09194
1.1296,-3.09442
1.1304,-3.0969
1.1312,-3.09937
1.132,-3.10185
1.1328,-3.10434
1.1336,-3.10682
1.1344,-3.10931
1.1352,-3.1118
1.136,-3.11429
1.1368,-3.11678
1.1376,-3.11927
1.1384,-3.12177
1.1392,-3.12427
1.14,-3.12677
1.1408,-3.12927
1.1416,-3.13178
1.1424,-3.13428
1.1432,-3.13679
1.144,-3.1393
1.1448,-3.14181
1.1456,-3.14433
1.1464,-3.14684
1.1472,-3.14936
1.148,-3.15188
1.1488,-3.15441
1.1496,-3.15693
1.1504,-3.15946
1.1512,-3.16199
1.152,-3.16452
1.1528,-3.16705
1.1536,-3.16958
1.1544,-3.17212
1.1552,-3.17466
1.156,-3.1772
1.1568,-3.17974
1.1576,-3.18229
1.1584,-3.18483
1.1592,-3.18738
1.16,-3.18993
1.1608,-3.19249
1.1616,-3.19504
1.1624,-3.1976
1.1632,-3.20016
1.164,-3.20272
1.1648,-3.20528
1.1656,-3.20785
1.1664,-3.21041
1.1672,-3.21298
1.168,-3.21556
1.1688,-3.21813
1.1696,-3.2207
1.1704,-3.22328
1.1712,-3.22586
1.172,-3.22844
1.1728,-3.23103
1.1736,-3.23361
1.1744,-3.2362
1.1752,-3.23879
1.176,-3.24138
1.1768,-3.24398
1.1776,-3.24657
1.1784,-3.24917
1.1792,-3.25177
1.18,-3.25437
1.1808,-3.25698
1.1816,-3.25959
1.1824,-3.26219
1.1832,-3.2648
1.184,-3.26742
1.1848,-3.27003
1.1856,-3.27265
1.1864,-3.27527
1.1872,-3.27789
1.188,-3.28051
1.1888,-3.28314
1.1896,-3.28577
1.1904,-3.2884
1.1912,-3.29103
1.192,-3.29366
1.1928,-3.2963
1.1936,-3.29894
1.1944,-3.30158
1.1952,-3.30422
1.196,-3.30686
1.1968,-3.30951
1.1976,-3.31216
1.1984,-3.31481
1.1992,-3.31746
1.2,-3.32012
1.2008,-3.32277
1.2016,-3.32543
1.2024,-3.32809
1.2032,-3.33076
1.204,-3.33342
1.2048,-3.33609
1.2056,-3.33876
1.2064,-3.34143
1.2072,-3.34411
1.208,-3.34678
1.2088,-3.34946
1.2096,-3.35214
1.2104,-3.35483
1.2112,-3.35751
1.212,-3.3602
1.2128,-3.36289
1.2136,-3.36558
1.2144,-3.36827
1.2152,-3.37097
1.216,-3.37367
1.2168,-3.37637
1.2176,-3.37907
1.2184,-3.38177
1.2192,-3.38448
1.22,-3.38719
1.2208,-3.3899
1.2216,-3.39261
1.2224,-3.39533
1.2232,-3.39804
1.224,-3.40076
1.2248,-3.40349
1.2256,-3.40621
1.2264,-3.40894
1.2272,-3.41166
1.228,-3.41439
1.2288,-3.41713
1.2296,-3.41986
1.2304,-3.4226
1.2312,-3.42534
1.232,-3.42808
1.2328,-3.43082
1.2336,-3.43357
1.2344,-3.43632
1.2352,-3.43907
1.236,-3.44182
1.2368,-3.44457
1.2376,-3.44733
1.2384,-3.45009
1.2392,-3.45285
1.24,-3.45561
1.2408,-3.45838
1.2416,-3.46115
1.2424,-3.46392
1.2432,-3.46669
1.244,-3.46946
1.2448,-3.47224
1.2456,-3.47502
1.2464,-3.4778
1.2472,-3.48058
1.248,-3.48337
1.2488,-3.48616
1.2496,-3.48895
1.2504,-3.49174
1.2512,-3.49453
1.252,-3.49733
1.2528,-3.50013
1.2536,-3.50293
1.2544,-3.50573
1.2552,-3.50854
1.256,-3.51135
1.2568,-3.51416
1.2576,-3.51697
1.2584,-3.51979
1.2592,-3.5226
1.26,-3.52542
1.2608,-3.52824
1.2616,-3.53107
1.2624,-3.53389
1.2632,-3.53672
1.264,-3.53955
1.2648,-3.54238
1.2656,-3.54522
1.2664,-3.54806
1.2672,-3.5509
1.268,-3.55374
1.2688,-3.55658
1.2696,-3.55943
1.2704,-3.56228
1.2712,-3.56513
1.272,-3.56798
1.2728,-3.57084
1.2736,-3.57369
1.2744,-3.57655
1.2752,-3.57942
1.276,-3.58228
1.2768,-3.58515
1.2776,-3.58802
1.2784,-3.59089
1.2792,-3.59376
1.28,-3.59664
1.2808,-3.59952
1.2816,-3.6024
1.2824,-3.60528
1.2832,-3.60817
1.284,-3.61106
1.2848,-3.61395
1.2856,-3.61684
1.2864,-3.61973
1.2872,-3.62263
1.288,-3.62553
1.2888,-3.62843
1.2896,-3.63133
1.2904,-3.63424
1.2912,-3.63715
1.292,-3.64006
1.2928,-3.64297
1.2936,-3.64589
1.2944,-3.64881
1.2952,-3.65173
1.296,-3.65465
1.2968,-3.65757
1.2976,-3.6605
1.2984,-3.66343
1.2992,-3.66636
1.3,-3.6693
1.3008,-3.67223
1.3016,-3.67517
1.3024,-3.67811
1.3032,-3.68106
1.304,-3.684
1.3048,-3.68695
1.3056,-3.6899
1.3064,-3.69286
1.3072,-3.69581
1.308,-3.69877
1.3088,-3.70173
1.3096,-3.70469
1.3104,-3.70766
1.3112,-3.71062
1.312,-3.71359
1.3128,-3.71657
1.3136,-3.71954
1.3144,-3.72252
1.3152,-3.7255
1.316,-3.72848
1.3168,-3.73146
1.3176,-3.73445
1.3184,-3.73744
1.3192,-3.74043
1.32,-3.74342
1.3208,-3.74642
1.3216,-3.74942
1.3224,-3.75242
1.3232,-3.75542
1.324,-3.75843
1.3248,-3.76143
1.3256,-3.76444
1.3264,-3.76746
1.3272,-3.77047
1.328,-3.77349
1.3288,-3.77651
1.3296,-3.77953
1.3304,-3.78256
1.3312,-3.78558
1.332,-3.78861
1.3328,-3.79165
1.3336,-3.79468
1.3344,-3.79772
1.3352,-3.80076
1.336,-3.8038
1.3368,-3.80684
1.3376,-3.80989
1.3384,-3.81294
1.3392,-3.81599
1.34,-3.81904
1.3408,-3.8221
1.3416,-3.82516
1.3424,-3.82822
1.3432,-3.83128
1.344,-3.83435
1.3448,-3.83742
1.3456,-3.84049
1.3464,-3.84356
1.3472,-3.84664
1.348,-3.84972
1.3488,-3.8528
1.3496,-3.85588
1.3504,-3.85897
1.3512,-3.86206
1.352,-3.86515
1.3528,-3.86824
1.3536,-3.87134
1.3544,-3.87444
1.3552,-3.87754
1.356,-3.88064
1.3568,-3.88375
1.3576,-3.88685
1.3584,-3.88996
1.3592,-3.89308
1.36,-3.89619
1.3608,-3.89931
1.3616,-3.90243
1.3624,-3.90556
1.3632,-3.90868
1.364,-3.91181
1.3648,-3.91494
1.3656,-3.91807
1.3664,-3.92121
1.3672,-3.92435
1.368,-3.92749
1.3688,-3.93063
1.3696,-3.93378
1.3704,-3.93693
1.3712,-3.94008
1.372,-3.94323
1.3728,-3.94639
1.3736,-3.94954
1.3744,-3.9527
1.3752,-3.95587
1.376,-3.95903
1.3768,-3.9622
1.3776,-3.96537
1.3784,-3.96855
1.3792,-3.97172
1.38,-3.9749
1.3808,-3.97808
1.3816,-3.98127
1.3824,-3.98445
1.3832,-3.98764
1.384,-3.99083
1.3848,-3.99403
1.3856,-3.99722
1.3864,-4.00042
1.3872,-4.00362
1.388,-4.00683
1.3888,-4.01004
1.3896,-4.01324
1.3904,-4.01646
1.3912,-4.01967
1.392,-4.02289
1.3928,-4.02611
1.3936,-4.02933
1.3944,-4.03255
1.3952,-4.03578
1.396,-4.03901
1.3968,-4.04224
1.3976,-4.04548
1.3984,-4.04872
1.3992,-4.05196
1.4,-4.0552
1.4008,-4.05845
1.4016,-4.06169
1.4024,-4.06494
1.4032,-4.0682
1.404,-4.07145
1.4048,-4.07471
1.4056,-4.07797
1.4064,-4.08124
1.4072,-4.0845
1.408,-4.08777
1.4088,-4.09104
1.4096,-4.09432
1.4104,-4.09759
1.4112,-4.10087
1.412,-4.10416
1.4128,-4.10744
1.4136,-4.11073
1.4144,-4.11402
1.4152,-4.11731
1.416,-4.12061
1.4168,-4.1239
1.4176,-4.1272
1.4184,-4.13051
1.4192,-4.13381
1.42,-4.13712
1.4208,-4.14043
1.4216,-4.14375
1.4224,-4.14706
1.4232,-4.15038
1.424,-4.1537
1.4248,-4.15703
1.4256,-4.16035
1.4264,-4.16368
1.4272,-4.16702
1.428,-4.17035
1.4288,-4.17369
1.4296,-4.17703
1.4304,-4.18037
1.4312,-4.18372
1.432,-4.18706
1.4328,-4.19042
1.4336,-4.19377
1.4344,-4.19713
1.4352,-4.20049
1.436,-4.20385
1.4368,-4.20721
1.4376,-4.21058
1.4384,-4.21395
1.4392,-4.21732
1.44,-4.2207
1.4408,-4.22407
1.4416,-4.22745
1.4424,-4.23084
1.4432,-4.23422
1.444,-4.23761
1.4448,-4.241
1.4456,-4.2444
1.4464,-4.24779
1.4472,-4.25119
1.448,-4.2546
1.4488,-4.258
1.4496,-4.26141
1.4504,-4.26482
1.4512,-4.26823
1.452,-4.27165
1.4528,-4.27507
1.4536,-4.27849
1.4544,-4.28191
1.4552,-4.28534
1.456,-4.28877
1.4568,-4.2922
1.4576,-4.29564
1.4584,-4.29908
1.4592,-4.30252
1.46,-4.30596
1.4608,-4.30941
1.4616,-4.31285
1.4624,-4.31631
1.4632,-4.31976
1.464,-4.32322
1.4648,-4.32668
1.4656,-4.33014
1.4664,-4.33361
1.4672,-4.33707
1.468,-4.34055
1.4688,-4.34402
1.4696,-4.3475
1.4704,-4.35098
1.4712,-4.35446
1.472,-4.35794
1.4728,-4.36143
1.4736,-4.36492
1.4744,-4.36841
1.4752,-4.37191
1.476,-4.37541
1.4768,-4.37891
1.4776,-4.38242
1.4784,-4.38592
1.4792,-4.38943
1.48,-4.39295
1.4808,-4.39646
1.4816,-4.39998
1.4824,-4.4035
1.4832,-4.40703
1.484,-4.41055
1.4848,-4.41408
1.4856,-4.41762
1.4864,-4.42115
1.4872,-4.42469
1.488,-4.42823
1.4888,-4.43177
1.4896,-4.43532
1.4904,-4.43887
1.4912,-4.44242
1.492,-4.44598
1.4928,-4.44954
1.4936,-4.4531
1.4944,-4.45666
1.4952,-4.46023
1.496,-4.4638
1.4968,-4.46737
1.4976,-4.47095
1.4984,-4.47452
1.4992,-4.47811
1.5,-4.48169
1.5008,-4.48528
1.5016,-4.48887
1.5024,-4.49246
1.5032,-4.49605
1.504,-4.49965
1.5048,-4.50325
1.5056,-4.50686
1.5064,-4.51046
1.5072,-4.51407
1.508,-4.51769
1.5088,-4.5213
1.5096,-4.52492
1.5104,-4.52854
1.5112,-4.53217
1.512,-4.53579
1.5128,-4.53942
1.5136,-4.54306
1.5144,-4.54669
1.5152,-4.55033
1.516,-4.55397
1.5168,-4.55762
1.5176,-4.56127
1.5184,-4.56492
1.5192,-4.56857
1.52,-4.57223
1.5208,-4.57588
1.5216,-4.57955
1.5224,-4.58321
1.5232,-4.58688
1.524,-4.59055
1.5248,-4.59422
1.5256,-4.5979
1.5264,-4.60158
1.5272,-4.60526
1.528,-4.60895
1.5288,-4.61264
1.5296,-4.61633
1.5304,-4.62002
1.5312,-4.62372
1.532,-4.62742
1.5328,-4.63113
1.5336,-4.63483
1.5344,-4.63854
1.5352,-4.64225
1.536,-4.64597
1.5368,-4.64969
1.5376,-4.65341
1.5384,-4.65713
1.5392,-4.66086
1.54,-4.66459
1.5408,-4.66832
1.5416,-4.67206
1.5424,-4.6758
1.5432,-4.67954
1.544,-4.68329
1.5448,-4.68703
1.5456,-4.69079
1.5464,-4.69454
1.5472,-4.6983
1.548,-4.70206
1.5488,-4.70582
1.5496,-4.70959
1.5504,-4.71336
1.5512,-4.71713
1.552,-4.7209
1.5528,-4.72468
1.5536,-4.72846
1.5544,-4.73225
1.5552,-4.73603
1.556,-4.73982
1.5568,-4.74362
1.5576,-4.74741
1.5584,-4.75121
1.5592,-4.75502
1.56,-4.75882
1.5608,-4.76263
1.5616,-4.76644
1.5624,-4.77026
1.5632,-4.77407
1.564,-4.77789
1.5648,-4.78172
1.5656,-4.78555
1.5664,-4.78938
1.5672,-4.79321
1.568,-4.79704
1.5688,-4.80088
1.5696,-4.80473
1.5704,-4.80857
1.5712,-4.81242
1.572,-4.81627
1.5728,-4.82013
1.5736,-4.82398
1.5744,-4.82784
1.5752,-4.83171
1.576,-4.83557
1.5768,-4.83944
1.5776,-4.84332
1.5784,-4.84719
1.5792,-4.85107
1.58,-4.85496
1.5808,-4.85884
1.5816,-4.86273
1.5824,-4.86662
1.5832,-4.87052
1.584,-4.87441
1.5848,-4.87832
1.5856,-4.88222
1.5864,-4.88613
1.5872,-4.89004
1.588,-4.89395
1.5888,-4.89787
1.5896,-4.90179
1.5904,-4.90571
1.5912,-4.90964
1.592,-4.91357
1.5928,-4.9175
1.5936,-4.92143
1.5944,-4.92537
1.5952,-4.92931
1.596,-4.93326
1.5968,-4.93721
1.5976,-4.94116
1.5984,-4.94511
1.5992,-4.94907
1.6,-4.95303
1.6008,-4.957
1.6016,-4.96096
1.6024,-4.96493
1.6032,-4.96891
1.604,-4.97288
1.6048,-4.97686
1.6056,-4.98085
1.6064,-4.98483
1.6072,-4.98882
1.608,-4.99282
1.6088,-4.99681
1.6096,-5.00081
1.6104,-5.00481
1.6112,-5.00882
1.612,-5.01283
1.6128,-5.01684
1.6136,-5.02085
1.6144,-5.02487
1.6152,-5.02889
1.616,-5.03292
1.6168,-5.03695
1.6176,-5.04098
1.6184,-5.04501
1.6192,-5.04905
1.62,-5.05309
1.6208,-5.05713
1.6216,-5.06118
1.6224,-5.06523
1.6232,-5.06929
1.624,-5.07334
1.6248,-5.0774
1.6256,-5.08147
1.6264,-5.08553
1.6272,-5.0896
1.628,-5.09368
1.6288,-5.09775
1.6296,-5.10183
1.6304,-5.10592
1.6312,-5.11
1.632,-5.11409
1.6328,-5.11819
1.6336,-5.12228
1.6344,-5.12638
1.6352,-5.13048
1.636,-5.13459
1.6368,-5.1387
1.6376,-5.14281
1.6384,-5.14693
1.6392,-5.15105
1.64,-5.15517
1.6408,-5.1593
1.6416,-5.16342
1.6424,-5.16756
1.6432,-5.17169
1.644,-5.17583
1.6448,-5.17997
1.6456,-5.18412
1.6464,-5.18827
1.6472,-5.19242
1.648,-5.19658
1.6488,-5.20074
1.6496,-5.2049
1.6504,-5.20906
1.6512,-5.21323
1.652,-5.2174
1.6528,-5.22158
1.6536,-5.22576
1.6544,-5.22994
1.6552,-5.23413
1.656,-5.23832
1.6568,-5.24251
1.6576,-5.2467
1.6584,-5.2509
1.6592,-5.25511
1.66,-5.25931
1.6608,-5.26352
1.6616,-5.26773
1.6624,-5.27195
1.6632,-5.27617
1.664,-5.28039
1.6648,-5.28462
1.6656,-5.28885
1.6664,-5.29308
1.6672,-5.29731
1.668,-5.30155
1.6688,-5.3058
1.6696,-5.31004
1.6704,-5.31429
1.6712,-5.31855
1.672,-5.3228
1.6728,-5.32706
1.6736,-5.33133
1.6744,-5.33559
1.6752,-5.33986
1.676,-5.34414
1.6768,-5.34841
1.6776,-5.35269
1.6784,-5.35698
1.6792,-5.36127
1.68,-5.36556
1.6808,-5.36985
1.6816,-5.37415
1.6824,-5.37845
1.6832,-5.38275
1.684,-5.38706
1.6848,-5.39137
1.6856,-5.39569
1.6864,-5.40001
1.6872,-5.40433
1.688,-5.40865
1.6888,-5.41298
1.6896,-5.41731
1.6904,-5.42165
1.6912,-5.42599
1.692,-5.43033
1.6928,-5.43468
1.6936,-5.43903
1.6944,-5.44338
1.6952,-5.44774
1.696,-5.4521
1.6968,-5.45646
1.6976,-5.46083
1.6984,-5.4652
1.6992,-5.46957
1.7,-5.47395
1.7008,-5.47833
1.7016,-5.48271
1.7024,-5.4871
1.7032,-5.49149
1.704,-5.49589
1.7048,-5.50029
1.7056,-5.50469
1.7064,-5.50909
1.7072,-5.5135
1.708,-5.51791
1.7088,-5.52233
1.7096,-5.52675
1.7104,-5.53117
1.7112,-5.5356
1.712,-5.54003
1.7128,-5.54446
1.7136,-5.5489
1.7144,-5.55334
1.7152,-5.55779
1.716,-5.56223
1.7168,-5.56669
1.7176,-5.57114
1.7184,-5.5756
1.7192,-5.58006
1.72,-5.58453
1.7208,-5.589
1.7216,-5.59347
1.7224,-5.59795
1.7232,-5.60243
1.724,-5.60691
1.7248,-5.6114
1.7256,-5.61589
1.7264,-5.62038
1.7272,-5.62488
1.728,-5.62938
1.7288,-5.63389
1.7296,-5.6384
1.7304,-5.64291
1.7312,-5.64743
1.732,-5.65195
1.7328,-5.65647
1.7336,-5.661
1.7344,-5.66553
1.7352,-5.67006
1.736,-5.6746
1.7368,-5.67914
1.7376,-5.68369
1.7384,-5.68823
1.7392,-5.69279
1.74,-5.69734
1.7408,-5.7019
1.7416,-5.70647
1.7424,-5.71103
1.7432,-5.7156
1.744,-5.72018
1.7448,-5.72476
1.7456,-5.72934
1.7464,-5.73392
1.7472,-5.73851
1.748,-5.7431
1.7488,-5.7477
1.7496,-5.7523
1.7504,-5.7569
1.7512,-5.76151
1.752,-5.76612
1.7528,-5.77074
1.7536,-5.77536
1.7544,-5.77998
1.7552,-5.7846
1.756,-5.78923
1.7568,-5.79387
1.7576,-5.7985
1.7584,-5.80314
1.7592,-5.80779
1.76,-5.81244
1.7608,-5.81709
1.7616,-5.82174
1.7624,-5.8264
1.7632,-5.83107
1.764,-5.83573
1.7648,-5.8404
1.7656,-5.84508
1.7664,-5.84976
1.7672,-5.85444
1.768,-5.85912
1.7688,-5.86381
1.7696,-5.86851
1.7704,-5.8732
1.7712,-5.8779
1.772,-5.88261
1.7728,-5.88731
1.7736,-5.89203
1.7744,-5.89674
1.7752,-5.90146
1.776,-5.90618
1.7768,-5.91091
1.7776,-5.91564
1.7784,-5.92038
1.7792,-5.92511
1.78,-5.92986
1.7808,-5.9346
1.7816,-5.93935
1.7824,-5.94411
1.7832,-5.94886
1.784,-5.95362
1.7848,-5.95839
1.7856,-5.96316
1.7864,-5.96793
1.7872,-5.97271
1.788,-5.97749
1.7888,-5.98227
1.7896,-5.98706
1.7904,-5.99185
1.7912,-5.99664
1.792,-6.00144
1.7928,-6.00625
1.7936,-6.01105
1.7944,-6.01586
1.7952,-6.02068
1.796,-6.0255
1.7968,-6.03032
1.7976,-6.03515
1.7984,-6.03998
1.7992,-6.04481
1.8,-6.04965
1.8008,-6.05449
1.8016,-6.05933
1.8024,-6.06418
1.8032,-6.06904
1.804,-6.07389
1.8048,-6.07876
1.8056,-6.08362
1.8064,-6.08849
1.8072,-6.09336
1.808,-6.09824
1.8088,-6.10312
1.8096,-6.108
1.8104,-6.11289
1.8112,-6.11778
1.812,-6.12268
1.8128,-6.12758
1.8136,-6.13248
1.8144,-6.13739
1.8152,-6.1423
1.816,-6.14722
1.8168,-6.15214
1.8176,-6.15706
1.8184,-6.16199
1.8192,-6.16692
1.82,-6.17186
1.8208,-6.1768
1.8216,-6.18174
1.8224,-6.18669
1.8232,-6.19164
1.824,-6.1966
1.8248,-6.20155
1.8256,-6.20652
1.8264,-6.21149
1.8272,-6.21646
1.828,-6.22143
1.8288,-6.22641
1.8296,-6.23139
1.8304,-6.23638
1.8312,-6.24137
1.832,-6.24637
1.8328,-6.25137
1.8336,-6.25637
1.8344,-6.26138
1.8352,-6.26639
1.836,-6.2714
1.8368,-6.27642
1.8376,-6.28144
1.8384,-6.28647
1.8392,-6.2915
1.84,-6.29654
1.8408,-6.30158
1.8416,-6.30662
1.8424,-6.31167
1.8432,-6.31672
1.844,-6.32177
1.8448,-6.32683
1.8456,-6.3319
1.8464,-6.33697
1.8472,-6.34204
1.848,-6.34711
1.8488,-6.35219
1.8496,-6.35728
1.8504,-6.36236
1.8512,-6.36746
1.852,-6.37255
1.8528,-6.37765
1.8536,-6.38276
1.8544,-6.38786
1.8552,-6.39298
1.856,-6.39809
1.8568,-6.40321
1.8576,-6.40834
1.8584,-6.41347
1.8592,-6.4186
1.86,-6.42374
1.8608,-6.42888
1.8616,-6.43402
1.8624,-6.43917
1.8632,-6.44433
1.864,-6.44948
1.8648,-6.45464
1.8656,-6.45981
1.8664,-6.46498
1.8672,-6.47015
1.868,-6.47533
1.8688,-6.48052
1.8696,-6.4857
1.8704,-6.49089
1.8712,-6.49609
1.872,-6.50129
1.8728,-6.50649
1.8736,-6.5117
1.8744,-6.51691
1.8752,-6.52212
1.876,-6.52734
1.8768,-6.53257
1.8776,-6.5378
1.8784,-6.54303
1.8792,-6.54826
1.88,-6.5535
1.8808,-6.55875
1.8816,-6.564
1.8824,-6.56925
1.8832,-6.57451
1.884,-6.57977
1.8848,-6.58504
1.8856,-6.59031
1.8864,-6.59558
1.8872,-6.60086
1.888,-6.60614
1.8888,-6.61143
1.8896,-6.61672
1.8904,-6.62202
1.8912,-6.62732
1.892,-6.63262
1.8928,-6.63793
1.8936,-6.64324
1.8944,-6.64856
1.8952,-6.65388
1.896,-6.6592
1.8968,-6.66453
1.8976,-6.66987
1.8984,-6.67521
1.8992,-6.68055
1.9,-6.68589
1.9008,-6.69125
1.9016,-6.6966
1.9024,-6.70196
1.9032,-6.70732
1.904,-6.71269
1.9048,-6.71806
1.9056,-6.72344
1.9064,-6.72882
1.9072,-6.73421
1.908,-6.7396
1.9088,-6.74499
1.9096,-6.75039
1.9104,-6.75579
1.9112,-6.7612
1.912,-6.76661
1.9128,-6.77202
1.9136,-6.77744
1.9144,-6.78287
1.9152,-6.7883
1.916,-6.79373
1.9168,-6.79917
1.9176,-6.80461
1.9184,-6.81005
1.9192,-6.8155
1.92,-6.82096
1.9208,-6.82642
1.9216,-6.83188
1.9224,-6.83735
1.9232,-6.84282
1.924,-6.8483
1.9248,-6.85378
1.9256,-6.85926
1.9264,-6.86475
1.9272,-6.87025
1.928,-6.87574
1.9288,-6.88125
1.9296,-6.88675
1.9304,-6.89227
1.9312,-6.89778
1.932,-6.9033
1.9328,-6.90883
1.9336,-6.91436
1.9344,-6.91989
1.9352,-6.92543
1.936,-6.93097
1.9368,-6.93652
1.9376,-6.94207
1.9384,-6.94763
1.9392,-6.95319
1.94,-6.95875
1.9408,-6.96432
1.9416,-6.96989
1.9424,-6.97547
1.9432,-6.98105
1.944,-6.98664
1.9448,-6.99223
1.9456,-6.99783
1.9464,-7.00343
1.9472,-7.00903
1.948,-7.01464
1.9488,-7.02026
1.9496,-7.02588
1.9504,-7.0315
1.9512,-7.03713
1.952,-7.04276
1.9528,-7.0484
1.9536,-7.05404
1.9544,-7.05968
1.9552,-7.06533
1.956,-7.07099
1.9568,-7.07665
1.9576,-7.08231
1.9584,-7.08798
1.9592,-7.09365
1.96,-7.09933
1.9608,-7.10501
1.9616,-7.1107
1.9624,-7.11639
1.9632,-7.12208
1.964,-7.12778
1.9648,-7.13349
1.9656,-7.13919
1.9664,-7.14491
1.9672,-7.15063
1.968,-7.15635
1.9688,-7.16208
1.9696,-7.16781
1.9704,-7.17355
1.9712,-7.17929
1.972,-7.18503
1.9728,-7.19078
1.9736,-7.19654
1.9744,-7.2023
1.9752,-7.20806
1.976,-7.21383
1.9768,-7.2196
1.9776,-7.22538
1.9784,-7.23116
1.9792,-7.23695
1.98,-7.24274
1.9808,-7.24854
1.9816,-7.25434
1.9824,-7.26015
1.9832,-7.26596
1.984,-7.27177
1.9848,-7.27759
1.9856,-7.28342
1.9864,-7.28925
1.9872,-7.29508
1.988,-7.30092
1.9888,-7.30676
1.9896,-7.31261
1.9904,-7.31846
1.9912,-7.32432
1.992,-7.33018
1.9928,-7.33605
1.9936,-7.34192
1.9944,-7.34779
1.9952,-7.35367
1.996,-7.35956
1.9968,-7.36545
1.9976,-7.37134
1.9984,-7.37724
1.9992,-7.38315
2,-7.38906
2.0008,-7.39497
2.0016,-7.40089
2.0024,-7.40681
2.0032,-7.41274
2.004,-7.41867
2.0048,-7.42461
2.0056,-7.43055
2.0064,-7.4365
2.0072,-7.44245
2.008,-7.44841
2.0088,-7.45437
2.0096,-7.46033
2.0104,-7.4663
2.0112,-7.47228
2.012,-7.47826
2.0128,-7.48424
2.0136,-7.49023
2.0144,-7.49623
2.0152,-7.50223
2.016,-7.50823
2.0168,-7.51424
2.0176,-7.52025
2.0184,-7.52627
2.0192,-7.5323
2.02,-7.53832
2.0208,-7.54436
2.0216,-7.5504
2.0224,-7.55644
2.0232,-7.56249
2.024,-7.56854
2.0248,-7.5746
2.0256,-7.58066
2.0264,-7.58672
2.0272,-7.5928
2.028,-7.59887
2.0288,-7.60495
2.0296,-7.61104
2.0304,-7.61713
2.0312,-7.62323
2.032,-7.62933
2.0328,-7.63544
2.0336,-7.64155
2.0344,-7.64766
2.0352,-7.65378
2.036,-7.65991
2.0368,-7.66604
2.0376,-7.67217
2.0384,-7.67831
2.0392,-7.68446
2.04,-7.69061
2.0408,-7.69676
2.0416,-7.70292
2.0424,-7.70909
2.0432,-7.71526
2.044,-7.72143
2.0448,-7.72761
2.0456,-7.7338
2.0464,-7.73999
2.0472,-7.74618
2.048,-7.75238
2.0488,-7.75859
2.0496,-7.76479
2.0504,-7.77101
2.0512,-7.77723
2.052,-7.78345
2.0528,-7.78968
2.0536,-7.79592
2.0544,-7.80216
2.0552,-7.8084
2.056,-7.81465
2.0568,-7.8209
2.0576,-7.82716
2.0584,-7.83343
2.0592,-7.8397
2.06,-7.84597
2.0608,-7.85225
2.0616,-7.85853
2.0624,-7.86482
2.0632,-7.87112
2.064,-7.87742
2.0648,-7.88372
2.0656,-7.89003
2.0664,-7.89635
2.0672,-7.90266
2.068,-7.90899
2.0688,-7.91532
2.0696,-7.92165
2.0704,-7.92799
2.0712,-7.93434
2.072,-7.94069
2.0728,-7.94704
